Collection_Date_(M/D/Y),Site_Name,Latitude,Longitude,Trap_Type,ID_#,Female,Species_#,"If_4,_species?",Non-Culex_ID,Species_(Culex-centric),Reproductive_Status,Mean_Primary_EFL_(unadjusted),Mean_Primary_EFL,Diapause_Status_(D/ND/T),ID_Confidence,GDD_43210_TOSPC,#_of_Samples_in_Cell:,Field_or_Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M93,Y,4,erraticus,,Cx. erraticus,,,,,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M94,Y,4,erraticus,,Cx. erraticus,Y,6.8,34,D,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M95,Y,4,erraticus,,Cx. erraticus,,,,,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M96,Y,4,erraticus,,Cx. erraticus,,,,,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M97,Y,4,erraticus,,Cx. erraticus,,,,,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M98,Y,4,erraticus,,Cx. erraticus,Y,7.8,39,D,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M99,Y,4,erraticus,,Cx. erraticus,,,,,,3987,1.00,Culvert
10/28/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M100,Y,"1,2,3,4",,,Culex,,,,,,3987,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,2 of them,Y,0,,An. Punctipenis,An. Punctipenis,,,,,,4005,2.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,1 of them,N,0,,An. Punctipenis,An. Punctipenis,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E1,Y,1,,,Cx. pipiens,Y,10.4,52,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E2,Y,1,,,Cx. pipiens,Y,11.8,59,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E3,Y,1,,,Cx. pipiens,Y?,10.6,53,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E4,Y,1,,,Cx. pipiens,Y,11,55,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E5,Y,1,,,Cx. pipiens,Y,12.2,61,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E6,Y,1,,,Cx. pipiens,Y,10.6,53,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E7,Y,1,,,Cx. pipiens,Y,10.4,52,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E8,Y,1,,,Cx. pipiens,Y,11.8,59,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E9,Y,1,,,Cx. pipiens,Y,9.8,49,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E10,Y,1,,,Cx. pipiens,Y,10.8,54,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E11,Y,1,,,Cx. pipiens,Y,11.6,58,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E12,Y,1,,,Cx. pipiens,Y?,10.4,52,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E13,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E14,Y,"1,2,3,4",,,Culex,Y,10,50,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E15,Y,4,erraticus,,Cx. erraticus,Y,11,55,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E16,Y,"1,2,3,4",,,Culex,Y,8.6,43,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E17,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E18,Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E19,Y,"1,2,3,4",,,Culex,Y,9.2,46,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E20,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E21,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E22,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E23,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E24,Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E25,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E26,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E27,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,9 of them,Y,0,,An. Punctipenis,An. Punctipenis,,,,,,4005,9.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,1 of them,Y,2,,,Cx. restuans,BF,,,ND,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,1 of them,N,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I1,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I2,Y,1,,,Cx. pipiens,Y,10.6,53,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I3,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I4,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I5,Y,1,,,Cx. pipiens,Gravid,,,ND,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I6,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I7,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I8,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I9,Y,1,,,Cx. pipiens,Y,10,50,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I10,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I11,Y,1,,,Cx. pipiens,N,12.4,62,ND,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I12,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I13,Y,1,,,Cx. pipiens,N?,10.2,51,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I14,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I15,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I16,Y,1,,,Cx. pipiens,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I17,Y,1,,,Cx. pipiens,Y,10.2,51,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I18,Y,1,,,Cx. pipiens,Y,10.6,53,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I19,Y,1,,,Cx. pipiens,Y,14.2,71,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I20,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I21,Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I22,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I23,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I24,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I25,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I26,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I27,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I28,Y,4,erraticus,,Cx. erraticus,Y,8.4,42,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I29,Y,4,erraticus,,Cx. erraticus,Y,7.8,39,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I30,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I31,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I32,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I33,Y,"1,2,3,4",,,Culex,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I34,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I35,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I36,Y,4,erraticus,,Cx. erraticus,Y,10,50,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I37,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I38,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I39,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I40,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I41,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I42,Y,"1,2,3,4",,,Culex,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I43,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I44,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I45,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I46,Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I47,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I48,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I49,Y,4,erraticus,,Cx. erraticus,Y?,9,45,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I50,Y,4,erraticus,,Cx. erraticus,Y,8.6,43,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I51,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I52,Y,"1,2,3,4",,,Culex,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I53,Y,4,erraticus,,Cx. erraticus,Y,9.6,48,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I54,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I55,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I56,Y,4,erraticus,,Cx. erraticus,Y,8.6,43,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I57,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I58,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I59,Y,4,erraticus,,Cx. erraticus,Y,9.8,49,D,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I60,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I61,Y,4,erraticus,,Cx. erraticus,Gravid,,,ND,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I62,Y,4,erraticus,,Cx. erraticus,,,,,,4005,1.00,Culvert
10/31/2021,I- Glen Echo,40.019386,-82.997082,Culvert,I63,Y,"1,2,3,4",,,Culex,Y,11.8,59,D,,4005,1.00,Culvert
11/3/2021,B - Webster Park,40.039153,-83.02442,BG Sentinel,1 of them,Y,0,,Ae. vexans,Ae. vexans,,,,,,4006,1.00,Field
11/3/2021,C - Overbrook Drive,40.046298,-83.016545,BG Sentinel,1 of them,Y,0,,Ae. vexans,Ae. vexans,,,,,,4006,1.00,Field
11/3/2021,D - Antrim Park,40.081962,-83.036591,BG Sentinel,1 of them,Y,0,,Ae. vexans,Ae. vexans,,,,,,4006,1.00,Field
11/3/2021,C - Overbrook Drive,40.047441,-83.019584,Culvert,1 of them,N,"1,2,3,4",,,Culex,,,,,,4006,1.00,Culvert
11/3/2021,C - Overbrook Drive,40.047441,-83.019584,Culvert,C1,Y,1,,,Cx. pipiens,Y,10.6,53,D,,4006,1.00,Culvert
11/3/2021,C - Overbrook Drive,40.047441,-83.019584,Culvert,C2,Y,4,erraticus,,Cx. erraticus,Y,9.6,48,D,,4006,1.00,Culvert
11/3/2021,C - Overbrook Drive,40.047441,-83.019584,Culvert,C3,Y,4,erraticus,,Cx. erraticus,Y,10.4,52,D,,4006,1.00,Culvert
11/3/2021,C - Overbrook Drive,40.047441,-83.019584,Culvert,C4,Y,1,,,Cx. pipiens,Y,10.6,53,D,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,2 of them,N,0,,Anopheles punctipennis,Anopheles punctipennis,,,,,,4006,2.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,2 of them,Y,0,,Anopheles quadrimaculatus,Anopheles quadrimaculatus,,,,,,4006,2.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L1,Y,1,,,Cx. pipiens,Y,13,65,D,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L2,Y,1,,,Cx. pipiens,Y,10,50,D,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L3,Y,1,,,Cx. pipiens,Y,12,60,D,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,1 of them,Y,0,,An. quadrimaculatus,An. quadrimaculatus,,,,,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L5,Y,1,,,Cx. pipiens,Y?,12.4,62,D,,4006,1.00,Culvert
11/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,1 of them,Y,0,,Ae. vexans,Ae. vexans,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,10 of them,Y,0,,Anopheles punctipennis,Anopheles punctipennis,,,,,,4006,10.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,Y,0,,Anopheles quadrimactulatis,Anopheles quadrimactulatis,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I1",Y,4,erraticus,,Cx. erraticus,Y?,12.2,61,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I2",Y,4,erraticus,,Cx. erraticus,Y,6.4,32,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I3",Y,4,erraticus,,Cx. erraticus,Y,7.4,37,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I4",Y,"1,2,3,4",,,Culex,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I5",Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I6",Y,4,erraticus,,Cx. erraticus,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I7",Y,"1,2,3,4",,,Culex,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I8",Y,4,erraticus,,Cx. erraticus,Y,8.4,42,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I9",Y,4,erraticus,,Cx. erraticus,Y,8.2,41,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I10",Y,2,,,Cx. restuans,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I11",Y,4,erraticus,,Cx. erraticus,Y?,6.8,34,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I12",Y,4,erraticus,,Cx. erraticus,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I13",Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I14",Y,4,erraticus,,Cx. erraticus,Y,7.8,39,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I15",Y,4,erraticus,,Cx. erraticus,Y,9.8,49,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I16",Y,1,,,Cx. pipiens,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I17",Y,1,,,Cx. pipiens,Y,10.8,54,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I18",Y,1,,,Cx. pipiens,Y,9.6,48,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I19",Y,1,,,Cx. pipiens,Y,10.8,54,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I20",Y,1,,,Cx. pipiens,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I21",Y,1,,,Cx. pipiens,Y,9.2,46,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I22",Y,1,,,Cx. pipiens,Y,11.6,58,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I23",Y,1,,,Cx. pipiens,Y,9.2,46,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I24",Y,1,,,Cx. pipiens,Y,12.2,61,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I25",Y,1,,,Cx. pipiens,Y,11.4,57,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I26",Y,1,,,Cx. pipiens,Y?,10.4,52,D,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I27",Y,1,,,Cx. pipiens,,,,,,4006,1.00,Culvert
11/3/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,"""11"".I28",Y,1,,,Cx. pipiens,Y,12.6,63,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E1",Y,4,erraticus,,Cx. erraticus,Y,8,40,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E2",Y,1,,,Cx. pipiens,Y,10.4,52,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E3",Y,4,erraticus,,Cx. erraticus,Y,8.8,44,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E4",Y,1,,,Cx. pipiens,Y,11.4,57,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E5",Y,1,,,Cx. pipiens,Y,11.8,59,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E6",Y,4,erraticus,,Cx. erraticus,Y,7.8,39,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E7",Y,1,,,Cx. pipiens,Y,11.2,56,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E8",Y,1,,,Cx. pipiens,N/A,11.4,57,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E9",Y,1,,,Cx. pipiens,Y,12,60,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E10",Y,4,erraticus,,Cx. erraticus,Y,8.8,44,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E11",Y,4,erraticus,,Cx. erraticus,Y,8.8,44,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E12",Y,4,erraticus,,Cx. erraticus,N/A,8.2,41,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E13",Y,4,erraticus,,Cx. erraticus,Y?,8,40,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E14",Y,4,erraticus,,Cx. erraticus,Y,7.8,39,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E15",Y,4,erraticus,,Cx. erraticus,Y,7.6,38,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E16",Y,4,erraticus,,Cx. erraticus,Y,7.6,38,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E17",Y,1,,,Cx. pipiens,Y,9.6,48,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E18",Y,4,erraticus,,Cx. erraticus,Y,8,40,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E19",Y,4,erraticus,,Cx. erraticus,Y,8,40,D,,4006,1.00,Culvert
11/3/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,"""11"".E20",Y,1,,,Cx. pipiens,Y,12,60,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,4 of them,N,"1,2,3,4",,,Culex,,,,,,4006,4.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K1,Y,4,erraticus,,Cx. erraticus,Y,8.4,42,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K2,Y,1,,,Cx. pipiens,Y?,10.6,53,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K3,Y,1,,,Cx. pipiens,Y,11.2,56,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K4,Y,1,,,Cx. pipiens,Y?,9.2,46,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K5,Y,1,,,Cx. pipiens,Y,11,55,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K6,Y,1,,,Cx. pipiens,Y,10.4,52,D,,4006,1.00,Culvert
11/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K7,Y,1,,,Cx. pipiens,Y,9.4,47,D,,4006,1.00,Culvert
